Year,Year ending,Local Government Area,Offence Division,Offence Subdivision,Victim Reports
2016,December,Greater Dandenong,A Crimes against the person,A40 Abduction and related offences,24
2016,December,Greater Dandenong,A Crimes against the person,A50 Robbery,183
2016,December,Greater Dandenong,A Crimes against the person,A60 Blackmail and extortion,6
2016,December,Greater Dandenong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",294
2016,December,Greater Dandenong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,144
2016,December,Greater Dandenong,B Property and deception offences,B10 Arson,64
2016,December,Greater Dandenong,B Property and deception offences,B20 Property damage,888
2016,December,Greater Dandenong,B Property and deception offences,B30 Burglary/Break and enter,"1,070"
2016,December,Greater Dandenong,B Property and deception offences,B40 Theft,"3,662"
2016,December,Greater Dandenong,B Property and deception offences,B50 Deception,100
2016,December,Greater Geelong,A Crimes against the person,A10 Homicide and related offences,8
2016,December,Greater Geelong,A Crimes against the person,A20 Assault and related offences,"1,471"
2016,December,Greater Geelong,A Crimes against the person,A30 Sexual offences,263
2016,December,Greater Geelong,A Crimes against the person,A40 Abduction and related offences,19
2016,December,Greater Geelong,A Crimes against the person,A50 Robbery,70
2016,December,Greater Geelong,A Crimes against the person,A60 Blackmail and extortion,5
2016,December,Greater Geelong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",268
2016,December,Greater Geelong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,129
2016,December,Greater Geelong,B Property and deception offences,B10 Arson,145
2016,December,Greater Geelong,B Property and deception offences,B20 Property damage,"1,345"
2016,December,Greater Geelong,B Property and deception offences,B30 Burglary/Break and enter,"1,849"
2016,December,Greater Geelong,B Property and deception offences,B40 Theft,"5,073"
2016,December,Greater Geelong,B Property and deception offences,B50 Deception,118
2016,December,Greater Shepparton,A Crimes against the person,A10 Homicide and related offences,4
2016,December,Greater Shepparton,A Crimes against the person,A20 Assault and related offences,752
2016,December,Greater Shepparton,A Crimes against the person,A30 Sexual offences,151
2016,December,Greater Shepparton,A Crimes against the person,A40 Abduction and related offences,14
2016,December,Greater Shepparton,A Crimes against the person,A50 Robbery,18
2016,December,Greater Shepparton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",124
2016,December,Greater Shepparton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,81
2016,December,Greater Shepparton,B Property and deception offences,B10 Arson,24
2016,December,Greater Shepparton,B Property and deception offences,B20 Property damage,454
2016,December,Greater Shepparton,B Property and deception offences,B30 Burglary/Break and enter,430
2016,December,Greater Shepparton,B Property and deception offences,B40 Theft,"1,030"
2016,December,Greater Shepparton,B Property and deception offences,B50 Deception,53
2016,December,Hepburn,A Crimes against the person,A20 Assault and related offences,70
2016,December,Hepburn,A Crimes against the person,A30 Sexual offences,26
2016,December,Hepburn,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",13
2016,December,Hepburn,A Crimes against the person,A80 Dangerous and negligent acts endangering people,11
2016,December,Hepburn,B Property and deception offences,B10 Arson,15
2016,December,Hepburn,B Property and deception offences,B20 Property damage,45
2016,December,Hepburn,B Property and deception offences,B30 Burglary/Break and enter,96
2016,December,Hepburn,B Property and deception offences,B40 Theft,210
2016,December,Hindmarsh,A Crimes against the person,A20 Assault and related offences,44
2016,December,Hindmarsh,A Crimes against the person,A30 Sexual offences,17
2016,December,Hindmarsh,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",9
2016,December,Hindmarsh,A Crimes against the person,A80 Dangerous and negligent acts endangering people,9
2016,December,Hindmarsh,B Property and deception offences,B20 Property damage,12
2016,December,Hindmarsh,B Property and deception offences,B30 Burglary/Break and enter,23
2016,December,Hindmarsh,B Property and deception offences,B40 Theft,20
2016,December,Hobsons Bay,A Crimes against the person,A20 Assault and related offences,495
2016,December,Hobsons Bay,A Crimes against the person,A30 Sexual offences,72
2016,December,Hobsons Bay,A Crimes against the person,A40 Abduction and related offences,7
2016,December,Hobsons Bay,A Crimes against the person,A50 Robbery,28
2016,December,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",97
2016,December,Hobsons Bay,A Crimes against the person,A80 Dangerous and negligent acts endangering people,35
2016,December,Hobsons Bay,B Property and deception offences,B10 Arson,27
2016,December,Hobsons Bay,B Property and deception offences,B20 Property damage,400
2016,December,Hobsons Bay,B Property and deception offences,B30 Burglary/Break and enter,346
2016,December,Hobsons Bay,B Property and deception offences,B40 Theft,"1,530"
2016,December,Hobsons Bay,B Property and deception offences,B50 Deception,35
2016,December,Horsham,A Crimes against the person,A20 Assault and related offences,311
2016,December,Horsham,A Crimes against the person,A30 Sexual offences,47
2016,December,Horsham,A Crimes against the person,A50 Robbery,4
2016,December,Horsham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",44
2016,December,Horsham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,13
2016,December,Horsham,B Property and deception offences,B10 Arson,8
2016,December,Horsham,B Property and deception offences,B20 Property damage,194
2016,December,Horsham,B Property and deception offences,B30 Burglary/Break and enter,114
2016,December,Horsham,B Property and deception offences,B40 Theft,291
2016,December,Horsham,B Property and deception offences,B50 Deception,12
2016,December,Hume,A Crimes against the person,A10 Homicide and related offences,17
2016,December,Hume,A Crimes against the person,A20 Assault and related offences,"1,509"
2016,December,Hume,A Crimes against the person,A30 Sexual offences,281
2016,December,Hume,A Crimes against the person,A40 Abduction and related offences,27
2016,December,Hume,A Crimes against the person,A50 Robbery,87
2016,December,Hume,A Crimes against the person,A60 Blackmail and extortion,14
2016,December,Hume,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",400
2016,December,Hume,A Crimes against the person,A80 Dangerous and negligent acts endangering people,193
2016,December,Hume,B Property and deception offences,B10 Arson,184
2016,December,Hume,B Property and deception offences,B20 Property damage,"1,038"
2016,December,Hume,B Property and deception offences,B30 Burglary/Break and enter,"1,512"
2016,December,Hume,B Property and deception offences,B40 Theft,"4,786"
2016,December,Hume,B Property and deception offences,B50 Deception,172
2016,December,Indigo,A Crimes against the person,A20 Assault and related offences,46
2016,December,Indigo,A Crimes against the person,A30 Sexual offences,7
2016,December,Indigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",7
2016,December,Indigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,13
2016,December,Indigo,B Property and deception offences,B10 Arson,6
2016,December,Indigo,B Property and deception offences,B20 Property damage,22
2016,December,Indigo,B Property and deception offences,B30 Burglary/Break and enter,16
2016,December,Indigo,B Property and deception offences,B40 Theft,42
2016,December,Kingston,A Crimes against the person,A20 Assault and related offences,728
2016,December,Kingston,A Crimes against the person,A30 Sexual offences,155
2016,December,Kingston,A Crimes against the person,A40 Abduction and related offences,12
2016,December,Kingston,A Crimes against the person,A50 Robbery,55
2016,December,Kingston,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",115
2016,December,Kingston,A Crimes against the person,A80 Dangerous and negligent acts endangering people,38
2016,December,Kingston,B Property and deception offences,B10 Arson,36
2016,December,Kingston,B Property and deception offences,B20 Property damage,462
2016,December,Kingston,B Property and deception offences,B30 Burglary/Break and enter,589
2016,December,Kingston,B Property and deception offences,B40 Theft,"2,409"
2016,December,Kingston,B Property and deception offences,B50 Deception,77
2016,December,Knox,A Crimes against the person,A20 Assault and related offences,758
2016,December,Knox,A Crimes against the person,A30 Sexual offences,170
2016,December,Knox,A Crimes against the person,A40 Abduction and related offences,13
2016,December,Knox,A Crimes against the person,A50 Robbery,43
2016,December,Knox,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",133
2016,December,Knox,A Crimes against the person,A80 Dangerous and negligent acts endangering people,89
