Year,Year ending,Local Government Area,Offence Division,Offence Subdivision,Alleged Offender Incidents
2022,December,Golden Plains,B Property and deception offences,B20 Property damage,13
2022,December,Golden Plains,B Property and deception offences,B30 Burglary/Break and enter,15
2022,December,Golden Plains,B Property and deception offences,B40 Theft,11
2022,December,Golden Plains,B Property and deception offences,B50 Deception,7
2022,December,Golden Plains,C Drug offences,C20 Cultivate or manufacture drugs,8
2022,December,Golden Plains,C Drug offences,C30 Drug use and possession,6
2022,December,Golden Plains,D Public order and security offences,D10 Weapons and explosives offences,8
2022,December,Golden Plains,E Justice procedures offences,E20 Breaches of orders,23
2022,December,Greater Bendigo,A Crimes against the person,A20 Assault and related offences,773
2022,December,Greater Bendigo,A Crimes against the person,A30 Sexual offences,100
2022,December,Greater Bendigo,A Crimes against the person,A40 Abduction and related offences,4
2022,December,Greater Bendigo,A Crimes against the person,A50 Robbery,18
2022,December,Greater Bendigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",97
2022,December,Greater Bendigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,87
2022,December,Greater Bendigo,B Property and deception offences,B10 Arson,22
2022,December,Greater Bendigo,B Property and deception offences,B20 Property damage,293
2022,December,Greater Bendigo,B Property and deception offences,B30 Burglary/Break and enter,190
2022,December,Greater Bendigo,B Property and deception offences,B40 Theft,655
2022,December,Greater Bendigo,B Property and deception offences,B50 Deception,129
2022,December,Greater Bendigo,C Drug offences,C10 Drug dealing and trafficking,31
2022,December,Greater Bendigo,C Drug offences,C20 Cultivate or manufacture drugs,27
2022,December,Greater Bendigo,C Drug offences,C30 Drug use and possession,99
2022,December,Greater Bendigo,D Public order and security offences,D10 Weapons and explosives offences,128
2022,December,Greater Bendigo,D Public order and security offences,D20 Disorderly and offensive conduct,211
2022,December,Greater Bendigo,D Public order and security offences,D30 Public nuisance offences,31
2022,December,Greater Bendigo,E Justice procedures offences,E10 Justice procedures,87
2022,December,Greater Bendigo,E Justice procedures offences,E20 Breaches of orders,749
2022,December,Greater Bendigo,F Other offences,F90 Miscellaneous offences,9
2022,December,Greater Dandenong,A Crimes against the person,A10 Homicide and related offences,15
2022,December,Greater Dandenong,A Crimes against the person,A20 Assault and related offences,"1,332"
2022,December,Greater Dandenong,A Crimes against the person,A30 Sexual offences,97
2022,December,Greater Dandenong,A Crimes against the person,A40 Abduction and related offences,11
2022,December,Greater Dandenong,A Crimes against the person,A50 Robbery,131
2022,December,Greater Dandenong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",225
2022,December,Greater Dandenong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,100
2022,December,Greater Dandenong,B Property and deception offences,B10 Arson,14
2022,December,Greater Dandenong,B Property and deception offences,B20 Property damage,356
2022,December,Greater Dandenong,B Property and deception offences,B30 Burglary/Break and enter,267
2022,December,Greater Dandenong,B Property and deception offences,B40 Theft,879
2022,December,Greater Dandenong,B Property and deception offences,B50 Deception,244
2022,December,Greater Dandenong,C Drug offences,C10 Drug dealing and trafficking,66
2022,December,Greater Dandenong,C Drug offences,C20 Cultivate or manufacture drugs,52
2022,December,Greater Dandenong,C Drug offences,C30 Drug use and possession,512
2022,December,Greater Dandenong,D Public order and security offences,D10 Weapons and explosives offences,313
2022,December,Greater Dandenong,D Public order and security offences,D20 Disorderly and offensive conduct,188
2022,December,Greater Dandenong,D Public order and security offences,D30 Public nuisance offences,18
2022,December,Greater Dandenong,E Justice procedures offences,E10 Justice procedures,88
2022,December,Greater Dandenong,E Justice procedures offences,E20 Breaches of orders,"1,166"
2022,December,Greater Dandenong,F Other offences,F90 Miscellaneous offences,12
2022,December,Greater Geelong,A Crimes against the person,A10 Homicide and related offences,4
2022,December,Greater Geelong,A Crimes against the person,A20 Assault and related offences,"1,570"
2022,December,Greater Geelong,A Crimes against the person,A30 Sexual offences,191
2022,December,Greater Geelong,A Crimes against the person,A40 Abduction and related offences,12
2022,December,Greater Geelong,A Crimes against the person,A50 Robbery,59
2022,December,Greater Geelong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",228
2022,December,Greater Geelong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,139
2022,December,Greater Geelong,B Property and deception offences,B10 Arson,29
2022,December,Greater Geelong,B Property and deception offences,B20 Property damage,496
2022,December,Greater Geelong,B Property and deception offences,B30 Burglary/Break and enter,338
2022,December,Greater Geelong,B Property and deception offences,B40 Theft,"1,159"
2022,December,Greater Geelong,B Property and deception offences,B50 Deception,218
2022,December,Greater Geelong,C Drug offences,C10 Drug dealing and trafficking,67
2022,December,Greater Geelong,C Drug offences,C20 Cultivate or manufacture drugs,42
2022,December,Greater Geelong,C Drug offences,C30 Drug use and possession,239
2022,December,Greater Geelong,D Public order and security offences,D10 Weapons and explosives offences,254
2022,December,Greater Geelong,D Public order and security offences,D20 Disorderly and offensive conduct,289
2022,December,Greater Geelong,D Public order and security offences,D30 Public nuisance offences,48
2022,December,Greater Geelong,E Justice procedures offences,E10 Justice procedures,116
2022,December,Greater Geelong,E Justice procedures offences,E20 Breaches of orders,"1,226"
2022,December,Greater Geelong,F Other offences,F90 Miscellaneous offences,25
2022,December,Greater Shepparton,A Crimes against the person,A10 Homicide and related offences,4
2022,December,Greater Shepparton,A Crimes against the person,A20 Assault and related offences,669
2022,December,Greater Shepparton,A Crimes against the person,A30 Sexual offences,58
2022,December,Greater Shepparton,A Crimes against the person,A40 Abduction and related offences,7
2022,December,Greater Shepparton,A Crimes against the person,A50 Robbery,8
2022,December,Greater Shepparton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",108
2022,December,Greater Shepparton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,89
2022,December,Greater Shepparton,B Property and deception offences,B10 Arson,15
2022,December,Greater Shepparton,B Property and deception offences,B20 Property damage,225
2022,December,Greater Shepparton,B Property and deception offences,B30 Burglary/Break and enter,131
2022,December,Greater Shepparton,B Property and deception offences,B40 Theft,337
2022,December,Greater Shepparton,B Property and deception offences,B50 Deception,76
2022,December,Greater Shepparton,C Drug offences,C10 Drug dealing and trafficking,65
2022,December,Greater Shepparton,C Drug offences,C20 Cultivate or manufacture drugs,21
2022,December,Greater Shepparton,C Drug offences,C30 Drug use and possession,210
2022,December,Greater Shepparton,D Public order and security offences,D10 Weapons and explosives offences,138
2022,December,Greater Shepparton,D Public order and security offences,D20 Disorderly and offensive conduct,116
2022,December,Greater Shepparton,D Public order and security offences,D30 Public nuisance offences,7
2022,December,Greater Shepparton,E Justice procedures offences,E10 Justice procedures,63
2022,December,Greater Shepparton,E Justice procedures offences,E20 Breaches of orders,783
2022,December,Greater Shepparton,F Other offences,F90 Miscellaneous offences,6
2022,December,Hepburn,A Crimes against the person,A20 Assault and related offences,39
2022,December,Hepburn,A Crimes against the person,A30 Sexual offences,5
2022,December,Hepburn,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",4
2022,December,Hepburn,B Property and deception offences,B20 Property damage,13
2022,December,Hepburn,B Property and deception offences,B30 Burglary/Break and enter,10
2022,December,Hepburn,B Property and deception offences,B40 Theft,14
2022,December,Hepburn,D Public order and security offences,D10 Weapons and explosives offences,10
2022,December,Hepburn,E Justice procedures offences,E20 Breaches of orders,44
2022,December,Hindmarsh,A Crimes against the person,A20 Assault and related offences,34
2022,December,Hindmarsh,A Crimes against the person,A30 Sexual offences,6
2022,December,Hindmarsh,B Property and deception offences,B20 Property damage,12
2022,December,Hindmarsh,B Property and deception offences,B40 Theft,10
2022,December,Hindmarsh,C Drug offences,C30 Drug use and possession,12
2022,December,Hindmarsh,D Public order and security offences,D20 Disorderly and offensive conduct,6
2022,December,Hindmarsh,E Justice procedures offences,E20 Breaches of orders,24
2022,December,Hobsons Bay,A Crimes against the person,A20 Assault and related offences,395
2022,December,Hobsons Bay,A Crimes against the person,A30 Sexual offences,43
2022,December,Hobsons Bay,A Crimes against the person,A50 Robbery,15
2022,December,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",74
