Year,Year ending,Local Government Area,Sex,Harm Caused Flag,Victim Reports
2016,December,Greater Dandenong,Females,Low Harm,"1,711"
2016,December,Greater Dandenong,Females,Medium Harm,"1,053"
2016,December,Greater Dandenong,Males,High Harm,702
2016,December,Greater Dandenong,Males,Low Harm,"3,007"
2016,December,Greater Dandenong,Males,Medium Harm,"1,216"
2016,December,Greater Geelong,Females,High Harm,687
2016,December,Greater Geelong,Females,Low Harm,"3,191"
2016,December,Greater Geelong,Females,Medium Harm,979
2016,December,Greater Geelong,Males,High Harm,622
2016,December,Greater Geelong,Males,Low Harm,"4,022"
2016,December,Greater Geelong,Males,Medium Harm,"1,030"
2016,December,Greater Shepparton,Females,High Harm,408
2016,December,Greater Shepparton,Females,Low Harm,805
2016,December,Greater Shepparton,Females,Medium Harm,354
2016,December,Greater Shepparton,Males,High Harm,228
2016,December,Greater Shepparton,Males,Low Harm,983
2016,December,Greater Shepparton,Males,Medium Harm,278
2016,December,Hepburn,Females,High Harm,42
2016,December,Hepburn,Females,Low Harm,99
2016,December,Hepburn,Females,Medium Harm,60
2016,December,Hepburn,Males,High Harm,24
2016,December,Hepburn,Males,Low Harm,197
2016,December,Hepburn,Males,Medium Harm,65
2016,December,Hindmarsh,Females,High Harm,22
2016,December,Hindmarsh,Females,Low Harm,26
2016,December,Hindmarsh,Females,Medium Harm,22
2016,December,Hindmarsh,Males,High Harm,17
2016,December,Hindmarsh,Males,Low Harm,32
2016,December,Hindmarsh,Males,Medium Harm,19
2016,December,Hobsons Bay,Females,High Harm,191
2016,December,Hobsons Bay,Females,Low Harm,793
2016,December,Hobsons Bay,Females,Medium Harm,277
2016,December,Hobsons Bay,Males,High Harm,207
2016,December,Hobsons Bay,Males,Low Harm,"1,232"
2016,December,Hobsons Bay,Males,Medium Harm,296
2016,December,Horsham,Females,High Harm,133
2016,December,Horsham,Females,Low Harm,283
2016,December,Horsham,Females,Medium Harm,126
2016,December,Horsham,Males,High Harm,105
2016,December,Horsham,Males,Low Harm,271
2016,December,Horsham,Males,Medium Harm,102
2016,December,Hume,Females,High Harm,667
2016,December,Hume,Females,Low Harm,"2,423"
2016,December,Hume,Females,Medium Harm,"1,065"
2016,December,Hume,Males,High Harm,604
2016,December,Hume,Males,Low Harm,"3,855"
2016,December,Hume,Males,Medium Harm,"1,362"
2016,December,Indigo,Females,High Harm,16
2016,December,Indigo,Females,Low Harm,31
2016,December,Indigo,Females,Medium Harm,22
2016,December,Indigo,Males,High Harm,22
2016,December,Indigo,Males,Low Harm,50
2016,December,Indigo,Males,Medium Harm,19
2016,December,Kingston,Females,High Harm,318
2016,December,Kingston,Females,Low Harm,"1,236"
2016,December,Kingston,Females,Medium Harm,413
2016,December,Kingston,Males,High Harm,287
2016,December,Kingston,Males,Low Harm,"1,822"
2016,December,Kingston,Males,Medium Harm,509
2016,December,Knox,Females,High Harm,337
2016,December,Knox,Females,Low Harm,"1,303"
2016,December,Knox,Females,Medium Harm,535
2016,December,Knox,Males,High Harm,285
2016,December,Knox,Males,Low Harm,"2,169"
2016,December,Knox,Males,Medium Harm,603
2016,December,Latrobe,Females,High Harm,598
2016,December,Latrobe,Females,Low Harm,"1,531"
2016,December,Latrobe,Females,Medium Harm,836
2016,December,Latrobe,Males,High Harm,539
2016,December,Latrobe,Males,Low Harm,"1,642"
2016,December,Latrobe,Males,Medium Harm,521
2016,December,Loddon,Females,High Harm,16
2016,December,Loddon,Females,Low Harm,46
2016,December,Loddon,Females,Medium Harm,19
2016,December,Loddon,Males,High Harm,23
2016,December,Loddon,Males,Low Harm,111
2016,December,Loddon,Males,Medium Harm,19
2016,December,Macedon Ranges,Females,High Harm,63
2016,December,Macedon Ranges,Females,Low Harm,191
2016,December,Macedon Ranges,Females,Medium Harm,94
2016,December,Macedon Ranges,Males,High Harm,44
2016,December,Macedon Ranges,Males,Low Harm,348
2016,December,Macedon Ranges,Males,Medium Harm,82
2016,December,Manningham,Females,High Harm,150
2016,December,Manningham,Females,Low Harm,837
2016,December,Manningham,Females,Medium Harm,217
2016,December,Manningham,Males,High Harm,131
2016,December,Manningham,Males,Low Harm,"1,134"
2016,December,Manningham,Males,Medium Harm,241
2016,December,Mansfield,Females,High Harm,26
2016,December,Mansfield,Females,Low Harm,57
2016,December,Mansfield,Females,Medium Harm,22
2016,December,Mansfield,Males,High Harm,20
2016,December,Mansfield,Males,Low Harm,90
2016,December,Mansfield,Males,Medium Harm,24
2016,December,Maribyrnong,Females,High Harm,241
2016,December,Maribyrnong,Females,Low Harm,"1,213"
2016,December,Maribyrnong,Females,Medium Harm,282
2016,December,Maribyrnong,Males,High Harm,281
2016,December,Maribyrnong,Males,Low Harm,"1,757"
2016,December,Maribyrnong,Males,Medium Harm,441
2016,December,Maroondah,Females,High Harm,235
2016,December,Maroondah,Females,Low Harm,775
2016,December,Maroondah,Females,Medium Harm,344
2016,December,Maroondah,Males,High Harm,258
2016,December,Maroondah,Males,Low Harm,"1,169"
2016,December,Maroondah,Males,Medium Harm,397
2016,December,Melbourne,Females,High Harm,858
2016,December,Melbourne,Females,Low Harm,"3,720"
2016,December,Melbourne,Females,Medium Harm,880
2016,December,Melbourne,Males,High Harm,"1,457"
2016,December,Melbourne,Males,Low Harm,"4,806"
2016,December,Melbourne,Males,Medium Harm,"1,483"
2016,December,Melton,Females,High Harm,457
2016,December,Melton,Females,Low Harm,"1,381"
2016,December,Melton,Females,Medium Harm,619
2016,December,Melton,Males,High Harm,348
2016,December,Melton,Males,Low Harm,"1,923"
2016,December,Melton,Males,Medium Harm,535
2016,December,Merri-bek,Females,High Harm,435
2016,December,Merri-bek,Females,Low Harm,"2,411"
2016,December,Merri-bek,Females,Medium Harm,672
2016,December,Merri-bek,Males,High Harm,383
2016,December,Merri-bek,Males,Low Harm,"3,460"
2016,December,Merri-bek,Males,Medium Harm,917
2016,December,Mildura,Females,High Harm,295
2016,December,Mildura,Females,Low Harm,702
2016,December,Mildura,Females,Medium Harm,347
2016,December,Mildura,Males,High Harm,253
2016,December,Mildura,Males,Low Harm,920
2016,December,Mildura,Males,Medium Harm,294
2016,December,Mitchell,Females,High Harm,170
2016,December,Mitchell,Females,Low Harm,403
2016,December,Mitchell,Females,Medium Harm,260
2016,December,Mitchell,Males,High Harm,148
2016,December,Mitchell,Males,Low Harm,581
2016,December,Mitchell,Males,Medium Harm,223
2016,December,Moira,Females,High Harm,84
2016,December,Moira,Females,Low Harm,153
2016,December,Moira,Females,Medium Harm,84
2016,December,Moira,Males,High Harm,56
2016,December,Moira,Males,Low Harm,260
2016,December,Moira,Males,Medium Harm,70
2016,December,Monash,Females,High Harm,260
2016,December,Monash,Females,Low Harm,"1,632"
2016,December,Monash,Females,Medium Harm,475
2016,December,Monash,Males,High Harm,288
2016,December,Monash,Males,Low Harm,"2,516"
2016,December,Monash,Males,Medium Harm,663
2016,December,Moonee Valley,Females,High Harm,257
2016,December,Moonee Valley,Females,Low Harm,"1,474"
2016,December,Moonee Valley,Females,Medium Harm,385
2016,December,Moonee Valley,Males,High Harm,295
2016,December,Moonee Valley,Males,Low Harm,"2,167"
2016,December,Moonee Valley,Males,Medium Harm,467
2016,December,Moorabool,Females,High Harm,108
2016,December,Moorabool,Females,Low Harm,290
2016,December,Moorabool,Females,Medium Harm,121
2016,December,Moorabool,Males,High Harm,76
2016,December,Moorabool,Males,Low Harm,383
2016,December,Moorabool,Males,Medium Harm,113
2016,December,Mornington Peninsula,Females,High Harm,370
2016,December,Mornington Peninsula,Females,Low Harm,"1,307"
2016,December,Mornington Peninsula,Females,Medium Harm,471
2016,December,Mornington Peninsula,Males,High Harm,331
2016,December,Mornington Peninsula,Males,Low Harm,"2,069"
2016,December,Mornington Peninsula,Males,Medium Harm,421
2016,December,Mount Alexander,Females,High Harm,32
2016,December,Mount Alexander,Females,Low Harm,128
2016,December,Mount Alexander,Females,Medium Harm,42
2016,December,Mount Alexander,Males,High Harm,28
2016,December,Mount Alexander,Males,Low Harm,207
2016,December,Mount Alexander,Males,Medium Harm,45
2016,December,Moyne,Females,High Harm,34
2016,December,Moyne,Females,Low Harm,61
2016,December,Moyne,Females,Medium Harm,39
2016,December,Moyne,Males,High Harm,33
2016,December,Moyne,Males,Low Harm,115
2016,December,Moyne,Males,Medium Harm,32
2016,December,Murrindindi,Females,High Harm,20
2016,December,Murrindindi,Females,Low Harm,51
2016,December,Murrindindi,Females,Medium Harm,42
2016,December,Murrindindi,Males,High Harm,34
2016,December,Murrindindi,Males,Low Harm,130
2016,December,Murrindindi,Males,Medium Harm,45
2016,December,Nillumbik,Females,High Harm,87
2016,December,Nillumbik,Females,Low Harm,407
2016,December,Nillumbik,Females,Medium Harm,122
2016,December,Nillumbik,Males,High Harm,76
2016,December,Nillumbik,Males,Low Harm,620
2016,December,Nillumbik,Males,Medium Harm,137
2016,December,Northern Grampians,Females,High Harm,59
2016,December,Northern Grampians,Females,Low Harm,108
2016,December,Northern Grampians,Females,Medium Harm,58
2016,December,Northern Grampians,Males,High Harm,67
2016,December,Northern Grampians,Males,Low Harm,140
2016,December,Northern Grampians,Males,Medium Harm,36
2016,December,Port Phillip,Females,High Harm,342
2016,December,Port Phillip,Females,Low Harm,"2,097"
2016,December,Port Phillip,Females,Medium Harm,419
2016,December,Port Phillip,Males,High Harm,450
2016,December,Port Phillip,Males,Low Harm,"2,986"
2016,December,Port Phillip,Males,Medium Harm,689
2016,December,Pyrenees,Females,High Harm,19
2016,December,Pyrenees,Females,Low Harm,46
2016,December,Pyrenees,Females,Medium Harm,32
2016,December,Pyrenees,Males,High Harm,20
2016,December,Pyrenees,Males,Low Harm,129
2016,December,Pyrenees,Males,Medium Harm,23
2016,December,Queenscliffe,Females,High Harm,
2016,December,Queenscliffe,Females,Low Harm,23
2016,December,Queenscliffe,Females,Medium Harm,4
2016,December,Queenscliffe,Males,High Harm,
2016,December,Queenscliffe,Males,Low Harm,42
2016,December,Queenscliffe,Males,Medium Harm,4
2016,December,South Gippsland,Females,High Harm,69
2016,December,South Gippsland,Females,Low Harm,171
2016,December,South Gippsland,Females,Medium Harm,94
2016,December,South Gippsland,Males,High Harm,50
2016,December,South Gippsland,Males,Low Harm,223
2016,December,South Gippsland,Males,Medium Harm,62
2016,December,Southern Grampians,Females,High Harm,56
2016,December,Southern Grampians,Females,Low Harm,102
2016,December,Southern Grampians,Females,Medium Harm,75
2016,December,Southern Grampians,Males,High Harm,46
2016,December,Southern Grampians,Males,Low Harm,150
2016,December,Southern Grampians,Males,Medium Harm,43
2016,December,Stonnington,Females,High Harm,263
2016,December,Stonnington,Females,Low Harm,"1,968"
2016,December,Stonnington,Females,Medium Harm,297
2016,December,Stonnington,Males,High Harm,316
2016,December,Stonnington,Males,Low Harm,"2,445"
2016,December,Stonnington,Males,Medium Harm,422
2016,December,Strathbogie,Females,High Harm,30
2016,December,Strathbogie,Females,Low Harm,46
2016,December,Strathbogie,Females,Medium Harm,27
2016,December,Strathbogie,Males,High Harm,23
2016,December,Strathbogie,Males,Low Harm,108
2016,December,Strathbogie,Males,Medium Harm,27
2016,December,Surf Coast,Females,High Harm,41
2016,December,Surf Coast,Females,Low Harm,212
2016,December,Surf Coast,Females,Medium Harm,60
2016,December,Surf Coast,Males,High Harm,45
2016,December,Surf Coast,Males,Low Harm,329
2016,December,Surf Coast,Males,Medium Harm,83
2016,December,Swan Hill,Females,High Harm,118
2016,December,Swan Hill,Females,Low Harm,163
2016,December,Swan Hill,Females,Medium Harm,106
2016,December,Swan Hill,Males,High Harm,95
2016,December,Swan Hill,Males,Low Harm,239
2016,December,Swan Hill,Males,Medium Harm,86
2016,December,Towong,Females,High Harm,12
2016,December,Towong,Females,Low Harm,26
2016,December,Towong,Females,Medium Harm,17
2016,December,Towong,Males,High Harm,5
2016,December,Towong,Males,Low Harm,41
2016,December,Towong,Males,Medium Harm,9
2016,December,Wangaratta,Females,High Harm,86
2016,December,Wangaratta,Females,Low Harm,210
2016,December,Wangaratta,Females,Medium Harm,119
2016,December,Wangaratta,Males,High Harm,85
2016,December,Wangaratta,Males,Low Harm,270
2016,December,Wangaratta,Males,Medium Harm,84
2016,December,Warrnambool,Females,High Harm,153
2016,December,Warrnambool,Females,Low Harm,337
2016,December,Warrnambool,Females,Medium Harm,155
2016,December,Warrnambool,Males,High Harm,109
2016,December,Warrnambool,Males,Low Harm,375
2016,December,Warrnambool,Males,Medium Harm,100
2016,December,Wellington,Females,High Harm,179
2016,December,Wellington,Females,Low Harm,371
2016,December,Wellington,Females,Medium Harm,262
2016,December,Wellington,Males,High Harm,174
2016,December,Wellington,Males,Low Harm,564
2016,December,Wellington,Males,Medium Harm,187
2016,December,West Wimmera,Females,High Harm,6
2016,December,West Wimmera,Females,Low Harm,12
2016,December,West Wimmera,Females,Medium Harm,11
2016,December,West Wimmera,Males,High Harm,7
2016,December,West Wimmera,Males,Low Harm,16
2016,December,West Wimmera,Males,Medium Harm,4
2016,December,Whitehorse,Females,High Harm,260
2016,December,Whitehorse,Females,Low Harm,"1,135"
2016,December,Whitehorse,Females,Medium Harm,362
2016,December,Whitehorse,Males,High Harm,242
2016,December,Whitehorse,Males,Low Harm,"1,595"
2016,December,Whitehorse,Males,Medium Harm,434
2016,December,Whittlesea,Females,High Harm,478
2016,December,Whittlesea,Females,Low Harm,"2,178"
2016,December,Whittlesea,Females,Medium Harm,908
2016,December,Whittlesea,Males,High Harm,389
2016,December,Whittlesea,Males,Low Harm,"3,228"
2016,December,Whittlesea,Males,Medium Harm,"1,072"
2016,December,Wodonga,Females,High Harm,169
2016,December,Wodonga,Females,Low Harm,361
2016,December,Wodonga,Females,Medium Harm,197
2016,December,Wodonga,Males,High Harm,104
2016,December,Wodonga,Males,Low Harm,371
2016,December,Wodonga,Males,Medium Harm,116
2016,December,Wyndham,Females,High Harm,440
2016,December,Wyndham,Females,Low Harm,"1,827"
2016,December,Wyndham,Females,Medium Harm,738
2016,December,Wyndham,Males,High Harm,481
2016,December,Wyndham,Males,Low Harm,"2,796"
2016,December,Wyndham,Males,Medium Harm,727
2016,December,Yarra,Females,High Harm,343
2016,December,Yarra,Females,Low Harm,"2,317"
2016,December,Yarra,Females,Medium Harm,445
2016,December,Yarra,Males,High Harm,405
2016,December,Yarra,Males,Low Harm,"2,732"
2016,December,Yarra,Males,Medium Harm,600
2016,December,Yarra Ranges,Females,High Harm,355
2016,December,Yarra Ranges,Females,Low Harm,802
2016,December,Yarra Ranges,Females,Medium Harm,414
2016,December,Yarra Ranges,Males,High Harm,229
2016,December,Yarra Ranges,Males,Low Harm,"1,180"
2016,December,Yarra Ranges,Males,Medium Harm,422
2016,December,Yarriambiack,Females,High Harm,36
2016,December,Yarriambiack,Females,Low Harm,31
2016,December,Yarriambiack,Females,Medium Harm,32
2016,December,Yarriambiack,Males,High Harm,23
2016,December,Yarriambiack,Males,Low Harm,55
2016,December,Yarriambiack,Males,Medium Harm,31
2015,December,Alpine,Females,High Harm,19
2015,December,Alpine,Females,Low Harm,34
2015,December,Alpine,Females,Medium Harm,13
2015,December,Alpine,Males,High Harm,16
2015,December,Alpine,Males,Low Harm,61
2015,December,Alpine,Males,Medium Harm,15
2015,December,Ararat,Females,High Harm,57
2015,December,Ararat,Females,Low Harm,101
2015,December,Ararat,Females,Medium Harm,58
2015,December,Ararat,Males,High Harm,48
2015,December,Ararat,Males,Low Harm,162
2015,December,Ararat,Males,Medium Harm,57
2015,December,Ballarat,Females,High Harm,403
2015,December,Ballarat,Females,Low Harm,"1,648"
2015,December,Ballarat,Females,Medium Harm,542
2015,December,Ballarat,Males,High Harm,305
2015,December,Ballarat,Males,Low Harm,"2,130"
2015,December,Ballarat,Males,Medium Harm,497
2015,December,Banyule,Females,High Harm,280
2015,December,Banyule,Females,Low Harm,"1,045"
2015,December,Banyule,Females,Medium Harm,378
2015,December,Banyule,Males,High Harm,241
