Year,Year ending,Local Government Area,Age Group,Alleged Offender Incidents
2019,December,Glen Eira,10 - 17 years,206
2019,December,Glen Eira,18 - 24 years,246
2019,December,Glen Eira,25 - 29 years,219
2019,December,Glen Eira,30 - 34 years,226
2019,December,Glen Eira,35 - 39 years,185
2019,December,Glen Eira,40 - 44 years,184
2019,December,Glen Eira,45+ years,362
2019,December,Glenelg,10 - 17 years,50
2019,December,Glenelg,18 - 24 years,126
2019,December,Glenelg,25 - 29 years,128
2019,December,Glenelg,30 - 34 years,63
2019,December,Glenelg,35 - 39 years,80
2019,December,Glenelg,40 - 44 years,52
2019,December,Glenelg,45+ years,127
2019,December,Golden Plains,10 - 17 years,13
2019,December,Golden Plains,18 - 24 years,28
2019,December,Golden Plains,25 - 29 years,16
2019,December,Golden Plains,30 - 34 years,24
2019,December,Golden Plains,35 - 39 years,12
2019,December,Golden Plains,40 - 44 years,23
2019,December,Golden Plains,45+ years,38
2019,December,Greater Bendigo,10 - 17 years,466
2019,December,Greater Bendigo,18 - 24 years,895
2019,December,Greater Bendigo,25 - 29 years,638
2019,December,Greater Bendigo,30 - 34 years,602
2019,December,Greater Bendigo,35 - 39 years,452
2019,December,Greater Bendigo,40 - 44 years,343
2019,December,Greater Bendigo,45+ years,554
2019,December,Greater Dandenong,10 - 17 years,581
2019,December,Greater Dandenong,18 - 24 years,"1,164"
2019,December,Greater Dandenong,25 - 29 years,"1,023"
2019,December,Greater Dandenong,30 - 34 years,943
2019,December,Greater Dandenong,35 - 39 years,886
2019,December,Greater Dandenong,40 - 44 years,604
2019,December,Greater Dandenong,45+ years,944
2019,December,Greater Geelong,10 - 17 years,"1,069"
2019,December,Greater Geelong,18 - 24 years,"1,376"
2019,December,Greater Geelong,25 - 29 years,"1,021"
2019,December,Greater Geelong,30 - 34 years,843
2019,December,Greater Geelong,35 - 39 years,757
2019,December,Greater Geelong,40 - 44 years,564
2019,December,Greater Geelong,45+ years,"1,067"
2019,December,Greater Shepparton,10 - 17 years,419
2019,December,Greater Shepparton,18 - 24 years,550
2019,December,Greater Shepparton,25 - 29 years,443
2019,December,Greater Shepparton,30 - 34 years,364
2019,December,Greater Shepparton,35 - 39 years,392
2019,December,Greater Shepparton,40 - 44 years,265
2019,December,Greater Shepparton,45+ years,471
2019,December,Hepburn,10 - 17 years,32
2019,December,Hepburn,18 - 24 years,41
2019,December,Hepburn,25 - 29 years,34
2019,December,Hepburn,30 - 34 years,44
2019,December,Hepburn,35 - 39 years,20
2019,December,Hepburn,40 - 44 years,31
2019,December,Hepburn,45+ years,67
2019,December,Hindmarsh,10 - 17 years,12
2019,December,Hindmarsh,18 - 24 years,26
2019,December,Hindmarsh,25 - 29 years,11
2019,December,Hindmarsh,30 - 34 years,15
2019,December,Hindmarsh,35 - 39 years,11
2019,December,Hindmarsh,40 - 44 years,2
2019,December,Hindmarsh,45+ years,31
2019,December,Hobsons Bay,10 - 17 years,148
2019,December,Hobsons Bay,18 - 24 years,409
2019,December,Hobsons Bay,25 - 29 years,347
2019,December,Hobsons Bay,30 - 34 years,275
2019,December,Hobsons Bay,35 - 39 years,269
2019,December,Hobsons Bay,40 - 44 years,213
2019,December,Hobsons Bay,45+ years,401
2019,December,Horsham,10 - 17 years,73
2019,December,Horsham,18 - 24 years,156
2019,December,Horsham,25 - 29 years,137
2019,December,Horsham,30 - 34 years,115
2019,December,Horsham,35 - 39 years,94
2019,December,Horsham,40 - 44 years,75
2019,December,Horsham,45+ years,136
2019,December,Hume,10 - 17 years,591
2019,December,Hume,18 - 24 years,"1,456"
2019,December,Hume,25 - 29 years,"1,084"
2019,December,Hume,30 - 34 years,"1,079"
2019,December,Hume,35 - 39 years,886
2019,December,Hume,40 - 44 years,637
2019,December,Hume,45+ years,911
2019,December,Indigo,10 - 17 years,9
2019,December,Indigo,18 - 24 years,15
2019,December,Indigo,25 - 29 years,14
2019,December,Indigo,30 - 34 years,25
2019,December,Indigo,35 - 39 years,25
2019,December,Indigo,40 - 44 years,18
2019,December,Indigo,45+ years,52
2019,December,Kingston,10 - 17 years,405
2019,December,Kingston,18 - 24 years,641
2019,December,Kingston,25 - 29 years,488
2019,December,Kingston,30 - 34 years,470
2019,December,Kingston,35 - 39 years,402
2019,December,Kingston,40 - 44 years,381
2019,December,Kingston,45+ years,725
2019,December,Knox,10 - 17 years,327
2019,December,Knox,18 - 24 years,652
2019,December,Knox,25 - 29 years,606
2019,December,Knox,30 - 34 years,458
2019,December,Knox,35 - 39 years,428
2019,December,Knox,40 - 44 years,357
2019,December,Knox,45+ years,614
2019,December,Latrobe,10 - 17 years,796
2019,December,Latrobe,18 - 24 years,976
2019,December,Latrobe,25 - 29 years,809
2019,December,Latrobe,30 - 34 years,695
2019,December,Latrobe,35 - 39 years,601
2019,December,Latrobe,40 - 44 years,393
2019,December,Latrobe,45+ years,663
2019,December,Loddon,10 - 17 years,12
2019,December,Loddon,18 - 24 years,20
2019,December,Loddon,25 - 29 years,17
2019,December,Loddon,30 - 34 years,18
2019,December,Loddon,35 - 39 years,9
2019,December,Loddon,40 - 44 years,20
2019,December,Loddon,45+ years,42
2019,December,Macedon Ranges,10 - 17 years,79
2019,December,Macedon Ranges,18 - 24 years,140
2019,December,Macedon Ranges,25 - 29 years,108
2019,December,Macedon Ranges,30 - 34 years,90
2019,December,Macedon Ranges,35 - 39 years,88
2019,December,Macedon Ranges,40 - 44 years,78
2019,December,Macedon Ranges,45+ years,157
2019,December,Manningham,10 - 17 years,177
2019,December,Manningham,18 - 24 years,206
2019,December,Manningham,25 - 29 years,203
2019,December,Manningham,30 - 34 years,197
2019,December,Manningham,35 - 39 years,132
2019,December,Manningham,40 - 44 years,103
2019,December,Manningham,45+ years,268
2019,December,Mansfield,10 - 17 years,16
2019,December,Mansfield,18 - 24 years,37
2019,December,Mansfield,25 - 29 years,16
2019,December,Mansfield,30 - 34 years,10
2019,December,Mansfield,35 - 39 years,29
2019,December,Mansfield,40 - 44 years,9
2019,December,Mansfield,45+ years,42
2019,December,Maribyrnong,10 - 17 years,301
2019,December,Maribyrnong,18 - 24 years,404
2019,December,Maribyrnong,25 - 29 years,373
2019,December,Maribyrnong,30 - 34 years,388
2019,December,Maribyrnong,35 - 39 years,337
2019,December,Maribyrnong,40 - 44 years,269
2019,December,Maribyrnong,45+ years,375
2019,December,Maroondah,10 - 17 years,374
2019,December,Maroondah,18 - 24 years,495
2019,December,Maroondah,25 - 29 years,416
2019,December,Maroondah,30 - 34 years,296
2019,December,Maroondah,35 - 39 years,370
2019,December,Maroondah,40 - 44 years,264
2019,December,Maroondah,45+ years,460
2019,December,Melbourne,10 - 17 years,878
2019,December,Melbourne,18 - 24 years,"2,710"
2019,December,Melbourne,25 - 29 years,"1,980"
2019,December,Melbourne,30 - 34 years,"1,661"
2019,December,Melbourne,35 - 39 years,"1,414"
2019,December,Melbourne,40 - 44 years,"1,120"
2019,December,Melbourne,45+ years,"1,690"
2019,December,Melton,10 - 17 years,480
2019,December,Melton,18 - 24 years,595
2019,December,Melton,25 - 29 years,456
2019,December,Melton,30 - 34 years,508
2019,December,Melton,35 - 39 years,404
2019,December,Melton,40 - 44 years,317
2019,December,Melton,45+ years,464
2019,December,Merri-bek,10 - 17 years,244
2019,December,Merri-bek,18 - 24 years,590
2019,December,Merri-bek,25 - 29 years,516
2019,December,Merri-bek,30 - 34 years,485
2019,December,Merri-bek,35 - 39 years,560
2019,December,Merri-bek,40 - 44 years,366
2019,December,Merri-bek,45+ years,738
2019,December,Mildura,10 - 17 years,406
2019,December,Mildura,18 - 24 years,604
2019,December,Mildura,25 - 29 years,434
2019,December,Mildura,30 - 34 years,370
2019,December,Mildura,35 - 39 years,380
2019,December,Mildura,40 - 44 years,259
2019,December,Mildura,45+ years,472
2019,December,Mitchell,10 - 17 years,114
2019,December,Mitchell,18 - 24 years,311
2019,December,Mitchell,25 - 29 years,210
2019,December,Mitchell,30 - 34 years,181
2019,December,Mitchell,35 - 39 years,192
2019,December,Mitchell,40 - 44 years,202
2019,December,Mitchell,45+ years,322
2019,December,Moira,10 - 17 years,56
2019,December,Moira,18 - 24 years,191
2019,December,Moira,25 - 29 years,114
2019,December,Moira,30 - 34 years,155
2019,December,Moira,35 - 39 years,107
2019,December,Moira,40 - 44 years,91
2019,December,Moira,45+ years,167
2019,December,Monash,10 - 17 years,400
2019,December,Monash,18 - 24 years,571
2019,December,Monash,25 - 29 years,390
2019,December,Monash,30 - 34 years,431
2019,December,Monash,35 - 39 years,346
2019,December,Monash,40 - 44 years,302
2019,December,Monash,45+ years,652
2019,December,Moonee Valley,10 - 17 years,198
2019,December,Moonee Valley,18 - 24 years,427
2019,December,Moonee Valley,25 - 29 years,352
2019,December,Moonee Valley,30 - 34 years,364
2019,December,Moonee Valley,35 - 39 years,328
2019,December,Moonee Valley,40 - 44 years,263
2019,December,Moonee Valley,45+ years,434
2019,December,Moorabool,10 - 17 years,33
2019,December,Moorabool,18 - 24 years,120
2019,December,Moorabool,25 - 29 years,81
2019,December,Moorabool,30 - 34 years,100
2019,December,Moorabool,35 - 39 years,86
2019,December,Moorabool,40 - 44 years,62
2019,December,Moorabool,45+ years,122
2019,December,Mornington Peninsula,10 - 17 years,358
2019,December,Mornington Peninsula,18 - 24 years,768
2019,December,Mornington Peninsula,25 - 29 years,522
2019,December,Mornington Peninsula,30 - 34 years,454
2019,December,Mornington Peninsula,35 - 39 years,430
2019,December,Mornington Peninsula,40 - 44 years,414
2019,December,Mornington Peninsula,45+ years,624
2019,December,Mount Alexander,10 - 17 years,44
2019,December,Mount Alexander,18 - 24 years,75
2019,December,Mount Alexander,25 - 29 years,50
2019,December,Mount Alexander,30 - 34 years,43
2019,December,Mount Alexander,35 - 39 years,35
2019,December,Mount Alexander,40 - 44 years,36
2019,December,Mount Alexander,45+ years,130
2019,December,Moyne,10 - 17 years,30
2019,December,Moyne,18 - 24 years,53
2019,December,Moyne,25 - 29 years,28
2019,December,Moyne,30 - 34 years,25
2019,December,Moyne,35 - 39 years,23
2019,December,Moyne,40 - 44 years,26
2019,December,Moyne,45+ years,82
2019,December,Murrindindi,10 - 17 years,28
2019,December,Murrindindi,18 - 24 years,55
2019,December,Murrindindi,25 - 29 years,38
2019,December,Murrindindi,30 - 34 years,32
2019,December,Murrindindi,35 - 39 years,36
2019,December,Murrindindi,40 - 44 years,30
2019,December,Murrindindi,45+ years,63
2019,December,Nillumbik,10 - 17 years,82
2019,December,Nillumbik,18 - 24 years,183
2019,December,Nillumbik,25 - 29 years,68
2019,December,Nillumbik,30 - 34 years,71
2019,December,Nillumbik,35 - 39 years,92
2019,December,Nillumbik,40 - 44 years,60
2019,December,Nillumbik,45+ years,133
2019,December,Northern Grampians,10 - 17 years,40
2019,December,Northern Grampians,18 - 24 years,113
2019,December,Northern Grampians,25 - 29 years,61
2019,December,Northern Grampians,30 - 34 years,60
2019,December,Northern Grampians,35 - 39 years,60
2019,December,Northern Grampians,40 - 44 years,27
2019,December,Northern Grampians,45+ years,71
2019,December,Port Phillip,10 - 17 years,147
2019,December,Port Phillip,18 - 24 years,441
2019,December,Port Phillip,25 - 29 years,480
2019,December,Port Phillip,30 - 34 years,564
2019,December,Port Phillip,35 - 39 years,519
2019,December,Port Phillip,40 - 44 years,377
2019,December,Port Phillip,45+ years,729
2019,December,Pyrenees,10 - 17 years,8
2019,December,Pyrenees,18 - 24 years,50
2019,December,Pyrenees,25 - 29 years,31
2019,December,Pyrenees,30 - 34 years,25
2019,December,Pyrenees,35 - 39 years,24
2019,December,Pyrenees,40 - 44 years,17
2019,December,Pyrenees,45+ years,27
2019,December,Queenscliffe,10 - 17 years,8
2019,December,Queenscliffe,18 - 24 years,6
2019,December,Queenscliffe,25 - 29 years,4
2019,December,Queenscliffe,30 - 34 years,4
2019,December,Queenscliffe,35 - 39 years,2
2019,December,Queenscliffe,40 - 44 years,5
2019,December,Queenscliffe,45+ years,2
2019,December,South Gippsland,10 - 17 years,32
2019,December,South Gippsland,18 - 24 years,84
2019,December,South Gippsland,25 - 29 years,90
2019,December,South Gippsland,30 - 34 years,76
2019,December,South Gippsland,35 - 39 years,75
2019,December,South Gippsland,40 - 44 years,64
2019,December,South Gippsland,45+ years,155
2019,December,Southern Grampians,10 - 17 years,57
2019,December,Southern Grampians,18 - 24 years,142
2019,December,Southern Grampians,25 - 29 years,57
2019,December,Southern Grampians,30 - 34 years,78
2019,December,Southern Grampians,35 - 39 years,61
2019,December,Southern Grampians,40 - 44 years,38
2019,December,Southern Grampians,45+ years,91
2019,December,Stonnington,10 - 17 years,206
2019,December,Stonnington,18 - 24 years,535
2019,December,Stonnington,25 - 29 years,503
2019,December,Stonnington,30 - 34 years,390
2019,December,Stonnington,35 - 39 years,338
2019,December,Stonnington,40 - 44 years,266
2019,December,Stonnington,45+ years,501
2019,December,Strathbogie,10 - 17 years,12
2019,December,Strathbogie,18 - 24 years,42
2019,December,Strathbogie,25 - 29 years,26
2019,December,Strathbogie,30 - 34 years,25
2019,December,Strathbogie,35 - 39 years,14
2019,December,Strathbogie,40 - 44 years,20
2019,December,Strathbogie,45+ years,43
2019,December,Surf Coast,10 - 17 years,48
2019,December,Surf Coast,18 - 24 years,53
2019,December,Surf Coast,25 - 29 years,43
2019,December,Surf Coast,30 - 34 years,47
2019,December,Surf Coast,35 - 39 years,44
2019,December,Surf Coast,40 - 44 years,35
2019,December,Surf Coast,45+ years,84
2019,December,Swan Hill,10 - 17 years,133
2019,December,Swan Hill,18 - 24 years,201
2019,December,Swan Hill,25 - 29 years,178
2019,December,Swan Hill,30 - 34 years,151
2019,December,Swan Hill,35 - 39 years,124
2019,December,Swan Hill,40 - 44 years,61
2019,December,Swan Hill,45+ years,177
2019,December,Towong,10 - 17 years,7
2019,December,Towong,18 - 24 years,14
2019,December,Towong,25 - 29 years,5
2019,December,Towong,30 - 34 years,4
2019,December,Towong,35 - 39 years,8
2019,December,Towong,40 - 44 years,5
2019,December,Towong,45+ years,18
2019,December,Wangaratta,10 - 17 years,82
2019,December,Wangaratta,18 - 24 years,201
2019,December,Wangaratta,25 - 29 years,109
2019,December,Wangaratta,30 - 34 years,103
2019,December,Wangaratta,35 - 39 years,118
2019,December,Wangaratta,40 - 44 years,95
2019,December,Wangaratta,45+ years,189
2019,December,Warrnambool,10 - 17 years,139
2019,December,Warrnambool,18 - 24 years,326
2019,December,Warrnambool,25 - 29 years,239
2019,December,Warrnambool,30 - 34 years,198
2019,December,Warrnambool,35 - 39 years,159
2019,December,Warrnambool,40 - 44 years,133
2019,December,Warrnambool,45+ years,238
2019,December,Wellington,10 - 17 years,192
2019,December,Wellington,18 - 24 years,280
2019,December,Wellington,25 - 29 years,210
2019,December,Wellington,30 - 34 years,195
2019,December,Wellington,35 - 39 years,207
2019,December,Wellington,40 - 44 years,168
2019,December,Wellington,45+ years,376
2019,December,West Wimmera,10 - 17 years,
2019,December,West Wimmera,18 - 24 years,
2019,December,West Wimmera,25 - 29 years,
2019,December,West Wimmera,30 - 34 years,
2019,December,West Wimmera,35 - 39 years,
2019,December,West Wimmera,40 - 44 years,
2019,December,West Wimmera,45+ years,
2019,December,Whitehorse,10 - 17 years,381
2019,December,Whitehorse,18 - 24 years,419
2019,December,Whitehorse,25 - 29 years,325
2019,December,Whitehorse,30 - 34 years,283
2019,December,Whitehorse,35 - 39 years,261
2019,December,Whitehorse,40 - 44 years,212
2019,December,Whitehorse,45+ years,447
2019,December,Whittlesea,10 - 17 years,603
2019,December,Whittlesea,18 - 24 years,933
2019,December,Whittlesea,25 - 29 years,826
2019,December,Whittlesea,30 - 34 years,726
2019,December,Whittlesea,35 - 39 years,619
2019,December,Whittlesea,40 - 44 years,475
2019,December,Whittlesea,45+ years,831
2019,December,Wodonga,10 - 17 years,186
2019,December,Wodonga,18 - 24 years,222
2019,December,Wodonga,25 - 29 years,193
2019,December,Wodonga,30 - 34 years,187
2019,December,Wodonga,35 - 39 years,119
2019,December,Wodonga,40 - 44 years,120
2019,December,Wodonga,45+ years,153
2019,December,Wyndham,10 - 17 years,671
2019,December,Wyndham,18 - 24 years,"1,024"
2019,December,Wyndham,25 - 29 years,850
2019,December,Wyndham,30 - 34 years,881
2019,December,Wyndham,35 - 39 years,644
2019,December,Wyndham,40 - 44 years,447
2019,December,Wyndham,45+ years,649
2019,December,Yarra,10 - 17 years,168
