Year,Year ending,Local Government Area,Harm Caused Flag,Age Group,Victim Reports
2015,December,Stonnington,Low Harm,00 - 24,540
2015,December,Stonnington,Low Harm,25 - 44,"1,699"
2015,December,Stonnington,Low Harm,45+,"1,201"
2015,December,Stonnington,Medium Harm,00 - 24,138
2015,December,Stonnington,Medium Harm,25 - 44,303
2015,December,Stonnington,Medium Harm,45+,209
2015,December,Strathbogie,High Harm,00 - 24,11
2015,December,Strathbogie,High Harm,25 - 44,15
2015,December,Strathbogie,High Harm,45+,13
2015,December,Strathbogie,Low Harm,00 - 24,4
2015,December,Strathbogie,Low Harm,25 - 44,33
2015,December,Strathbogie,Low Harm,45+,67
2015,December,Strathbogie,Medium Harm,00 - 24,8
2015,December,Strathbogie,Medium Harm,25 - 44,17
2015,December,Strathbogie,Medium Harm,45+,10
2015,December,Surf Coast,High Harm,00 - 24,32
2015,December,Surf Coast,High Harm,25 - 44,26
2015,December,Surf Coast,High Harm,45+,18
2015,December,Surf Coast,Low Harm,00 - 24,47
2015,December,Surf Coast,Low Harm,25 - 44,217
2015,December,Surf Coast,Low Harm,45+,289
2015,December,Surf Coast,Medium Harm,00 - 24,16
2015,December,Surf Coast,Medium Harm,25 - 44,45
2015,December,Surf Coast,Medium Harm,45+,49
2015,December,Swan Hill,High Harm,00 - 24,67
2015,December,Swan Hill,High Harm,25 - 44,97
2015,December,Swan Hill,High Harm,45+,50
2015,December,Swan Hill,Low Harm,00 - 24,44
2015,December,Swan Hill,Low Harm,25 - 44,145
2015,December,Swan Hill,Low Harm,45+,168
2015,December,Swan Hill,Medium Harm,00 - 24,58
2015,December,Swan Hill,Medium Harm,25 - 44,63
2015,December,Swan Hill,Medium Harm,45+,48
2015,December,Towong,High Harm,00 - 24,7
2015,December,Towong,High Harm,25 - 44,5
2015,December,Towong,High Harm,45+,2
2015,December,Towong,Low Harm,00 - 24,4
2015,December,Towong,Low Harm,25 - 44,22
2015,December,Towong,Low Harm,45+,28
2015,December,Towong,Medium Harm,00 - 24,2
2015,December,Towong,Medium Harm,25 - 44,8
2015,December,Towong,Medium Harm,45+,6
2015,December,Wangaratta,High Harm,00 - 24,69
2015,December,Wangaratta,High Harm,25 - 44,60
2015,December,Wangaratta,High Harm,45+,25
2015,December,Wangaratta,Low Harm,00 - 24,56
2015,December,Wangaratta,Low Harm,25 - 44,137
2015,December,Wangaratta,Low Harm,45+,183
2015,December,Wangaratta,Medium Harm,00 - 24,60
2015,December,Wangaratta,Medium Harm,25 - 44,61
2015,December,Wangaratta,Medium Harm,45+,46
2015,December,Warrnambool,High Harm,00 - 24,96
2015,December,Warrnambool,High Harm,25 - 44,98
2015,December,Warrnambool,High Harm,45+,49
2015,December,Warrnambool,Low Harm,00 - 24,104
2015,December,Warrnambool,Low Harm,25 - 44,241
2015,December,Warrnambool,Low Harm,45+,242
2015,December,Warrnambool,Medium Harm,00 - 24,60
2015,December,Warrnambool,Medium Harm,25 - 44,86
2015,December,Warrnambool,Medium Harm,45+,57
2015,December,Wellington,High Harm,00 - 24,117
2015,December,Wellington,High Harm,25 - 44,137
2015,December,Wellington,High Harm,45+,59
2015,December,Wellington,Low Harm,00 - 24,107
2015,December,Wellington,Low Harm,25 - 44,369
2015,December,Wellington,Low Harm,45+,477
2015,December,Wellington,Medium Harm,00 - 24,125
2015,December,Wellington,Medium Harm,25 - 44,184
2015,December,Wellington,Medium Harm,45+,129
2015,December,West Wimmera,High Harm,00 - 24,8
2015,December,West Wimmera,High Harm,25 - 44,7
2015,December,West Wimmera,High Harm,45+,2
2015,December,West Wimmera,Low Harm,00 - 24,2
2015,December,West Wimmera,Low Harm,25 - 44,5
2015,December,West Wimmera,Low Harm,45+,19
2015,December,West Wimmera,Medium Harm,00 - 24,2
2015,December,West Wimmera,Medium Harm,25 - 44,8
2015,December,West Wimmera,Medium Harm,45+,5
2015,December,Whitehorse,High Harm,00 - 24,155
2015,December,Whitehorse,High Harm,25 - 44,164
2015,December,Whitehorse,High Harm,45+,108
2015,December,Whitehorse,Low Harm,00 - 24,352
2015,December,Whitehorse,Low Harm,25 - 44,"1,017"
2015,December,Whitehorse,Low Harm,45+,947
2015,December,Whitehorse,Medium Harm,00 - 24,196
2015,December,Whitehorse,Medium Harm,25 - 44,296
2015,December,Whitehorse,Medium Harm,45+,212
2015,December,Whittlesea,High Harm,00 - 24,249
2015,December,Whittlesea,High Harm,25 - 44,328
2015,December,Whittlesea,High Harm,45+,153
2015,December,Whittlesea,Low Harm,00 - 24,516
2015,December,Whittlesea,Low Harm,25 - 44,"1,951"
2015,December,Whittlesea,Low Harm,45+,"1,383"
2015,December,Whittlesea,Medium Harm,00 - 24,301
2015,December,Whittlesea,Medium Harm,25 - 44,730
2015,December,Whittlesea,Medium Harm,45+,431
2015,December,Wodonga,High Harm,00 - 24,102
2015,December,Wodonga,High Harm,25 - 44,121
2015,December,Wodonga,High Harm,45+,61
2015,December,Wodonga,Low Harm,00 - 24,158
2015,December,Wodonga,Low Harm,25 - 44,326
2015,December,Wodonga,Low Harm,45+,289
2015,December,Wodonga,Medium Harm,00 - 24,108
2015,December,Wodonga,Medium Harm,25 - 44,172
2015,December,Wodonga,Medium Harm,45+,108
2015,December,Wyndham,High Harm,00 - 24,256
2015,December,Wyndham,High Harm,25 - 44,372
2015,December,Wyndham,High Harm,45+,154
2015,December,Wyndham,Low Harm,00 - 24,531
2015,December,Wyndham,Low Harm,25 - 44,"2,440"
2015,December,Wyndham,Low Harm,45+,"1,364"
2015,December,Wyndham,Medium Harm,00 - 24,280
2015,December,Wyndham,Medium Harm,25 - 44,693
2015,December,Wyndham,Medium Harm,45+,326
2015,December,Yarra,High Harm,00 - 24,147
2015,December,Yarra,High Harm,25 - 44,353
2015,December,Yarra,High Harm,45+,133
2015,December,Yarra,Low Harm,00 - 24,607
2015,December,Yarra,Low Harm,25 - 44,"2,658"
2015,December,Yarra,Low Harm,45+,"1,208"
2015,December,Yarra,Medium Harm,00 - 24,146
2015,December,Yarra,Medium Harm,25 - 44,426
2015,December,Yarra,Medium Harm,45+,184
2015,December,Yarra Ranges,High Harm,00 - 24,189
2015,December,Yarra Ranges,High Harm,25 - 44,198
2015,December,Yarra Ranges,High Harm,45+,113
2015,December,Yarra Ranges,Low Harm,00 - 24,236
2015,December,Yarra Ranges,Low Harm,25 - 44,676
2015,December,Yarra Ranges,Low Harm,45+,759
2015,December,Yarra Ranges,Medium Harm,00 - 24,197
2015,December,Yarra Ranges,Medium Harm,25 - 44,311
2015,December,Yarra Ranges,Medium Harm,45+,238
2015,December,Yarriambiack,High Harm,00 - 24,26
2015,December,Yarriambiack,High Harm,25 - 44,9
2015,December,Yarriambiack,High Harm,45+,20
2015,December,Yarriambiack,Low Harm,00 - 24,9
2015,December,Yarriambiack,Low Harm,25 - 44,37
2015,December,Yarriambiack,Low Harm,45+,54
2015,December,Yarriambiack,Medium Harm,00 - 24,9
2015,December,Yarriambiack,Medium Harm,25 - 44,10
2015,December,Yarriambiack,Medium Harm,45+,11
2014,December,Alpine,High Harm,00 - 24,18
2014,December,Alpine,High Harm,25 - 44,13
2014,December,Alpine,High Harm,45+,9
2014,December,Alpine,Low Harm,00 - 24,10
2014,December,Alpine,Low Harm,25 - 44,24
2014,December,Alpine,Low Harm,45+,34
2014,December,Alpine,Medium Harm,00 - 24,7
2014,December,Alpine,Medium Harm,25 - 44,2
2014,December,Alpine,Medium Harm,45+,10
2014,December,Ararat,High Harm,00 - 24,34
2014,December,Ararat,High Harm,25 - 44,31
2014,December,Ararat,High Harm,45+,21
2014,December,Ararat,Low Harm,00 - 24,32
2014,December,Ararat,Low Harm,25 - 44,74
2014,December,Ararat,Low Harm,45+,104
2014,December,Ararat,Medium Harm,00 - 24,44
2014,December,Ararat,Medium Harm,25 - 44,37
2014,December,Ararat,Medium Harm,45+,29
2014,December,Ballarat,High Harm,00 - 24,321
2014,December,Ballarat,High Harm,25 - 44,226
2014,December,Ballarat,High Harm,45+,117
2014,December,Ballarat,Low Harm,00 - 24,504
2014,December,Ballarat,Low Harm,25 - 44,"1,265"
2014,December,Ballarat,Low Harm,45+,"1,214"
2014,December,Ballarat,Medium Harm,00 - 24,272
2014,December,Ballarat,Medium Harm,25 - 44,338
2014,December,Ballarat,Medium Harm,45+,193
2014,December,Banyule,High Harm,00 - 24,178
2014,December,Banyule,High Harm,25 - 44,214
2014,December,Banyule,High Harm,45+,135
2014,December,Banyule,Low Harm,00 - 24,312
2014,December,Banyule,Low Harm,25 - 44,"1,202"
2014,December,Banyule,Low Harm,45+,980
2014,December,Banyule,Medium Harm,00 - 24,148
2014,December,Banyule,Medium Harm,25 - 44,336
2014,December,Banyule,Medium Harm,45+,230
2014,December,Bass Coast,High Harm,00 - 24,87
2014,December,Bass Coast,High Harm,25 - 44,82
2014,December,Bass Coast,High Harm,45+,51
2014,December,Bass Coast,Low Harm,00 - 24,78
2014,December,Bass Coast,Low Harm,25 - 44,246
2014,December,Bass Coast,Low Harm,45+,400
2014,December,Bass Coast,Medium Harm,00 - 24,63
2014,December,Bass Coast,Medium Harm,25 - 44,119
2014,December,Bass Coast,Medium Harm,45+,88
2014,December,Baw Baw,High Harm,00 - 24,102
2014,December,Baw Baw,High Harm,25 - 44,96
2014,December,Baw Baw,High Harm,45+,36
2014,December,Baw Baw,Low Harm,00 - 24,98
2014,December,Baw Baw,Low Harm,25 - 44,256
2014,December,Baw Baw,Low Harm,45+,288
2014,December,Baw Baw,Medium Harm,00 - 24,100
2014,December,Baw Baw,Medium Harm,25 - 44,113
2014,December,Baw Baw,Medium Harm,45+,93
2014,December,Bayside,High Harm,00 - 24,79
2014,December,Bayside,High Harm,25 - 44,74
2014,December,Bayside,High Harm,45+,61
2014,December,Bayside,Low Harm,00 - 24,175
2014,December,Bayside,Low Harm,25 - 44,571
2014,December,Bayside,Low Harm,45+,834
2014,December,Bayside,Medium Harm,00 - 24,52
2014,December,Bayside,Medium Harm,25 - 44,107
2014,December,Bayside,Medium Harm,45+,117
2014,December,Benalla,High Harm,00 - 24,48
2014,December,Benalla,High Harm,25 - 44,43
2014,December,Benalla,High Harm,45+,27
2014,December,Benalla,Low Harm,00 - 24,41
2014,December,Benalla,Low Harm,25 - 44,69
2014,December,Benalla,Low Harm,45+,106
2014,December,Benalla,Medium Harm,00 - 24,25
2014,December,Benalla,Medium Harm,25 - 44,43
2014,December,Benalla,Medium Harm,45+,25
2014,December,Boroondara,High Harm,00 - 24,86
2014,December,Boroondara,High Harm,25 - 44,105
2014,December,Boroondara,High Harm,45+,96
2014,December,Boroondara,Low Harm,00 - 24,410
2014,December,Boroondara,Low Harm,25 - 44,"1,263"
2014,December,Boroondara,Low Harm,45+,"1,388"
2014,December,Boroondara,Medium Harm,00 - 24,92
2014,December,Boroondara,Medium Harm,25 - 44,183
2014,December,Boroondara,Medium Harm,45+,135
2014,December,Brimbank,High Harm,00 - 24,349
2014,December,Brimbank,High Harm,25 - 44,538
2014,December,Brimbank,High Harm,45+,237
2014,December,Brimbank,Low Harm,00 - 24,739
2014,December,Brimbank,Low Harm,25 - 44,"2,620"
2014,December,Brimbank,Low Harm,45+,"1,857"
2014,December,Brimbank,Medium Harm,00 - 24,327
2014,December,Brimbank,Medium Harm,25 - 44,844
2014,December,Brimbank,Medium Harm,45+,493
2014,December,Buloke,High Harm,00 - 24,9
2014,December,Buloke,High Harm,25 - 44,4
2014,December,Buloke,High Harm,45+,10
2014,December,Buloke,Low Harm,00 - 24,7
2014,December,Buloke,Low Harm,25 - 44,20
2014,December,Buloke,Low Harm,45+,35
2014,December,Buloke,Medium Harm,00 - 24,4
2014,December,Buloke,Medium Harm,25 - 44,10
2014,December,Buloke,Medium Harm,45+,2
2014,December,Campaspe,High Harm,00 - 24,103
2014,December,Campaspe,High Harm,25 - 44,73
2014,December,Campaspe,High Harm,45+,48
2014,December,Campaspe,Low Harm,00 - 24,106
2014,December,Campaspe,Low Harm,25 - 44,304
2014,December,Campaspe,Low Harm,45+,428
2014,December,Campaspe,Medium Harm,00 - 24,62
2014,December,Campaspe,Medium Harm,25 - 44,68
2014,December,Campaspe,Medium Harm,45+,77
2014,December,Cardinia,High Harm,00 - 24,161
2014,December,Cardinia,High Harm,25 - 44,137
2014,December,Cardinia,High Harm,45+,58
2014,December,Cardinia,Low Harm,00 - 24,209
2014,December,Cardinia,Low Harm,25 - 44,667
2014,December,Cardinia,Low Harm,45+,486
2014,December,Cardinia,Medium Harm,00 - 24,167
2014,December,Cardinia,Medium Harm,25 - 44,225
2014,December,Cardinia,Medium Harm,45+,113
2014,December,Casey,High Harm,00 - 24,555
2014,December,Casey,High Harm,25 - 44,467
2014,December,Casey,High Harm,45+,210
2014,December,Casey,Low Harm,00 - 24,818
2014,December,Casey,Low Harm,25 - 44,"2,405"
2014,December,Casey,Low Harm,45+,"1,714"
2014,December,Casey,Medium Harm,00 - 24,592
2014,December,Casey,Medium Harm,25 - 44,888
2014,December,Casey,Medium Harm,45+,471
2014,December,Central Goldfields,High Harm,00 - 24,49
2014,December,Central Goldfields,High Harm,25 - 44,37
2014,December,Central Goldfields,High Harm,45+,29
2014,December,Central Goldfields,Low Harm,00 - 24,30
2014,December,Central Goldfields,Low Harm,25 - 44,85
2014,December,Central Goldfields,Low Harm,45+,122
2014,December,Central Goldfields,Medium Harm,00 - 24,23
2014,December,Central Goldfields,Medium Harm,25 - 44,36
2014,December,Central Goldfields,Medium Harm,45+,26
2014,December,Colac-Otway,High Harm,00 - 24,70
2014,December,Colac-Otway,High Harm,25 - 44,50
2014,December,Colac-Otway,High Harm,45+,37
2014,December,Colac-Otway,Low Harm,00 - 24,53
2014,December,Colac-Otway,Low Harm,25 - 44,152
2014,December,Colac-Otway,Low Harm,45+,203
2014,December,Colac-Otway,Medium Harm,00 - 24,34
2014,December,Colac-Otway,Medium Harm,25 - 44,50
2014,December,Colac-Otway,Medium Harm,45+,37
2014,December,Corangamite,High Harm,00 - 24,25
2014,December,Corangamite,High Harm,25 - 44,13
2014,December,Corangamite,High Harm,45+,13
2014,December,Corangamite,Low Harm,00 - 24,14
2014,December,Corangamite,Low Harm,25 - 44,45
2014,December,Corangamite,Low Harm,45+,100
2014,December,Corangamite,Medium Harm,00 - 24,11
2014,December,Corangamite,Medium Harm,25 - 44,23
2014,December,Corangamite,Medium Harm,45+,30
2014,December,Darebin,High Harm,00 - 24,226
2014,December,Darebin,High Harm,25 - 44,346
2014,December,Darebin,High Harm,45+,177
2014,December,Darebin,Low Harm,00 - 24,654
2014,December,Darebin,Low Harm,25 - 44,"2,562"
2014,December,Darebin,Low Harm,45+,"1,746"
2014,December,Darebin,Medium Harm,00 - 24,283
2014,December,Darebin,Medium Harm,25 - 44,698
2014,December,Darebin,Medium Harm,45+,383
2014,December,East Gippsland,High Harm,00 - 24,127
2014,December,East Gippsland,High Harm,25 - 44,155
2014,December,East Gippsland,High Harm,45+,93
2014,December,East Gippsland,Low Harm,00 - 24,107
2014,December,East Gippsland,Low Harm,25 - 44,295
2014,December,East Gippsland,Low Harm,45+,426
2014,December,East Gippsland,Medium Harm,00 - 24,127
2014,December,East Gippsland,Medium Harm,25 - 44,153
2014,December,East Gippsland,Medium Harm,45+,112
2014,December,Frankston,High Harm,00 - 24,303
2014,December,Frankston,High Harm,25 - 44,385
2014,December,Frankston,High Harm,45+,169
2014,December,Frankston,Low Harm,00 - 24,517
2014,December,Frankston,Low Harm,25 - 44,"1,416"
2014,December,Frankston,Low Harm,45+,"1,141"
2014,December,Frankston,Medium Harm,00 - 24,293
2014,December,Frankston,Medium Harm,25 - 44,460
2014,December,Frankston,Medium Harm,45+,306
2014,December,Gannawarra,High Harm,00 - 24,18
2014,December,Gannawarra,High Harm,25 - 44,20
2014,December,Gannawarra,High Harm,45+,13
2014,December,Gannawarra,Low Harm,00 - 24,10
2014,December,Gannawarra,Low Harm,25 - 44,45
2014,December,Gannawarra,Low Harm,45+,66
2014,December,Gannawarra,Medium Harm,00 - 24,13
2014,December,Gannawarra,Medium Harm,25 - 44,26
2014,December,Gannawarra,Medium Harm,45+,7
2014,December,Glen Eira,High Harm,00 - 24,77
2014,December,Glen Eira,High Harm,25 - 44,107
2014,December,Glen Eira,High Harm,45+,75
2014,December,Glen Eira,Low Harm,00 - 24,255
2014,December,Glen Eira,Low Harm,25 - 44,"1,053"
2014,December,Glen Eira,Low Harm,45+,919
2014,December,Glen Eira,Medium Harm,00 - 24,94
2014,December,Glen Eira,Medium Harm,25 - 44,179
2014,December,Glen Eira,Medium Harm,45+,147
2014,December,Glenelg,High Harm,00 - 24,54
2014,December,Glenelg,High Harm,25 - 44,56
2014,December,Glenelg,High Harm,45+,13
2014,December,Glenelg,Low Harm,00 - 24,83
2014,December,Glenelg,Low Harm,25 - 44,205
2014,December,Glenelg,Low Harm,45+,244
2014,December,Glenelg,Medium Harm,00 - 24,42
2014,December,Glenelg,Medium Harm,25 - 44,42
2014,December,Glenelg,Medium Harm,45+,26
2014,December,Golden Plains,High Harm,00 - 24,11
2014,December,Golden Plains,High Harm,25 - 44,6
2014,December,Golden Plains,High Harm,45+,16
2014,December,Golden Plains,Low Harm,00 - 24,15
2014,December,Golden Plains,Low Harm,25 - 44,84
2014,December,Golden Plains,Low Harm,45+,118
2014,December,Golden Plains,Medium Harm,00 - 24,16
2014,December,Golden Plains,Medium Harm,25 - 44,27
2014,December,Golden Plains,Medium Harm,45+,22
2014,December,Greater Bendigo,High Harm,00 - 24,253
2014,December,Greater Bendigo,High Harm,25 - 44,199
2014,December,Greater Bendigo,High Harm,45+,71
2014,December,Greater Bendigo,Low Harm,00 - 24,341
2014,December,Greater Bendigo,Low Harm,25 - 44,818
2014,December,Greater Bendigo,Low Harm,45+,763
2014,December,Greater Bendigo,Medium Harm,00 - 24,207
2014,December,Greater Bendigo,Medium Harm,25 - 44,252
2014,December,Greater Bendigo,Medium Harm,45+,166
2014,December,Greater Dandenong,High Harm,00 - 24,355
2014,December,Greater Dandenong,High Harm,25 - 44,496
2014,December,Greater Dandenong,High Harm,45+,213
2014,December,Greater Dandenong,Low Harm,00 - 24,531
2014,December,Greater Dandenong,Low Harm,25 - 44,"1,678"
2014,December,Greater Dandenong,Low Harm,45+,"1,239"
2014,December,Greater Dandenong,Medium Harm,00 - 24,381
2014,December,Greater Dandenong,Medium Harm,25 - 44,747
2014,December,Greater Dandenong,Medium Harm,45+,422
2014,December,Greater Geelong,High Harm,00 - 24,388
2014,December,Greater Geelong,High Harm,25 - 44,389
2014,December,Greater Geelong,High Harm,45+,227
2014,December,Greater Geelong,Low Harm,00 - 24,941
2014,December,Greater Geelong,Low Harm,25 - 44,"2,646"
2014,December,Greater Geelong,Low Harm,45+,"2,550"
2014,December,Greater Geelong,Medium Harm,00 - 24,363
2014,December,Greater Geelong,Medium Harm,25 - 44,675
2014,December,Greater Geelong,Medium Harm,45+,466
2014,December,Greater Shepparton,High Harm,00 - 24,196
2014,December,Greater Shepparton,High Harm,25 - 44,244
2014,December,Greater Shepparton,High Harm,45+,120
2014,December,Greater Shepparton,Low Harm,00 - 24,329
2014,December,Greater Shepparton,Low Harm,25 - 44,738
2014,December,Greater Shepparton,Low Harm,45+,778
2014,December,Greater Shepparton,Medium Harm,00 - 24,155
2014,December,Greater Shepparton,Medium Harm,25 - 44,248
2014,December,Greater Shepparton,Medium Harm,45+,137
2014,December,Hepburn,High Harm,00 - 24,14
2014,December,Hepburn,High Harm,25 - 44,20
2014,December,Hepburn,High Harm,45+,18
2014,December,Hepburn,Low Harm,00 - 24,9
2014,December,Hepburn,Low Harm,25 - 44,76
2014,December,Hepburn,Low Harm,45+,133
2014,December,Hepburn,Medium Harm,00 - 24,19
2014,December,Hepburn,Medium Harm,25 - 44,22
2014,December,Hepburn,Medium Harm,45+,29
2014,December,Hindmarsh,High Harm,00 - 24,7
2014,December,Hindmarsh,High Harm,25 - 44,6
2014,December,Hindmarsh,High Harm,45+,11
2014,December,Hindmarsh,Low Harm,00 - 24,2
2014,December,Hindmarsh,Low Harm,25 - 44,10
2014,December,Hindmarsh,Low Harm,45+,19
2014,December,Hindmarsh,Medium Harm,00 - 24,6
2014,December,Hindmarsh,Medium Harm,25 - 44,6
2014,December,Hindmarsh,Medium Harm,45+,13
2014,December,Hobsons Bay,High Harm,00 - 24,130
2014,December,Hobsons Bay,High Harm,25 - 44,215
2014,December,Hobsons Bay,High Harm,45+,106
2014,December,Hobsons Bay,Low Harm,00 - 24,306
2014,December,Hobsons Bay,Low Harm,25 - 44,"1,058"
2014,December,Hobsons Bay,Low Harm,45+,867
2014,December,Hobsons Bay,Medium Harm,00 - 24,113
2014,December,Hobsons Bay,Medium Harm,25 - 44,262
2014,December,Hobsons Bay,Medium Harm,45+,194
2014,December,Horsham,High Harm,00 - 24,96
2014,December,Horsham,High Harm,25 - 44,58
2014,December,Horsham,High Harm,45+,36
2014,December,Horsham,Low Harm,00 - 24,95
2014,December,Horsham,Low Harm,25 - 44,151
2014,December,Horsham,Low Harm,45+,175
2014,December,Horsham,Medium Harm,00 - 24,81
2014,December,Horsham,Medium Harm,25 - 44,68
2014,December,Horsham,Medium Harm,45+,41
2014,December,Hume,High Harm,00 - 24,429
2014,December,Hume,High Harm,25 - 44,512
2014,December,Hume,High Harm,45+,213
2014,December,Hume,Low Harm,00 - 24,663
2014,December,Hume,Low Harm,25 - 44,"2,260"
2014,December,Hume,Low Harm,45+,"1,769"
2014,December,Hume,Medium Harm,00 - 24,417
2014,December,Hume,Medium Harm,25 - 44,887
2014,December,Hume,Medium Harm,45+,577
2014,December,Indigo,High Harm,00 - 24,16
2014,December,Indigo,High Harm,25 - 44,11
2014,December,Indigo,High Harm,45+,11
2014,December,Indigo,Low Harm,00 - 24,7
2014,December,Indigo,Low Harm,25 - 44,41
2014,December,Indigo,Low Harm,45+,48
2014,December,Indigo,Medium Harm,00 - 24,9
2014,December,Indigo,Medium Harm,25 - 44,15
2014,December,Indigo,Medium Harm,45+,12
2014,December,Kingston,High Harm,00 - 24,162
2014,December,Kingston,High Harm,25 - 44,230
2014,December,Kingston,High Harm,45+,123
2014,December,Kingston,Low Harm,00 - 24,303
2014,December,Kingston,Low Harm,25 - 44,"1,237"
2014,December,Kingston,Low Harm,45+,"1,090"
2014,December,Kingston,Medium Harm,00 - 24,116
2014,December,Kingston,Medium Harm,25 - 44,314
2014,December,Kingston,Medium Harm,45+,232
2014,December,Knox,High Harm,00 - 24,232
2014,December,Knox,High Harm,25 - 44,259
2014,December,Knox,High Harm,45+,112
2014,December,Knox,Low Harm,00 - 24,382
2014,December,Knox,Low Harm,25 - 44,"1,217"
2014,December,Knox,Low Harm,45+,"1,059"
2014,December,Knox,Medium Harm,00 - 24,238
2014,December,Knox,Medium Harm,25 - 44,321
2014,December,Knox,Medium Harm,45+,222
2014,December,Latrobe,High Harm,00 - 24,429
2014,December,Latrobe,High Harm,25 - 44,376
2014,December,Latrobe,High Harm,45+,186
2014,December,Latrobe,Low Harm,00 - 24,499
2014,December,Latrobe,Low Harm,25 - 44,945
2014,December,Latrobe,Low Harm,45+,967
2014,December,Latrobe,Medium Harm,00 - 24,380
2014,December,Latrobe,Medium Harm,25 - 44,398
2014,December,Latrobe,Medium Harm,45+,237
2014,December,Loddon,High Harm,00 - 24,7
2014,December,Loddon,High Harm,25 - 44,8
2014,December,Loddon,High Harm,45+,16
2014,December,Loddon,Low Harm,00 - 24,2
2014,December,Loddon,Low Harm,25 - 44,20
2014,December,Loddon,Low Harm,45+,55
2014,December,Loddon,Medium Harm,00 - 24,8
2014,December,Loddon,Medium Harm,25 - 44,11
2014,December,Loddon,Medium Harm,45+,15
2014,December,Macedon Ranges,High Harm,00 - 24,44
2014,December,Macedon Ranges,High Harm,25 - 44,51
2014,December,Macedon Ranges,High Harm,45+,31
2014,December,Macedon Ranges,Low Harm,00 - 24,62
2014,December,Macedon Ranges,Low Harm,25 - 44,201
2014,December,Macedon Ranges,Low Harm,45+,254
2014,December,Macedon Ranges,Medium Harm,00 - 24,41
2014,December,Macedon Ranges,Medium Harm,25 - 44,46
2014,December,Macedon Ranges,Medium Harm,45+,53
2014,December,Manningham,High Harm,00 - 24,55
2014,December,Manningham,High Harm,25 - 44,75
2014,December,Manningham,High Harm,45+,41
2014,December,Manningham,Low Harm,00 - 24,193
2014,December,Manningham,Low Harm,25 - 44,556
2014,December,Manningham,Low Harm,45+,637
2014,December,Manningham,Medium Harm,00 - 24,89
2014,December,Manningham,Medium Harm,25 - 44,155
2014,December,Manningham,Medium Harm,45+,131
2014,December,Mansfield,High Harm,00 - 24,18
2014,December,Mansfield,High Harm,25 - 44,9
2014,December,Mansfield,High Harm,45+,8
2014,December,Mansfield,Low Harm,00 - 24,4
2014,December,Mansfield,Low Harm,25 - 44,42
2014,December,Mansfield,Low Harm,45+,80
2014,December,Mansfield,Medium Harm,00 - 24,5
2014,December,Mansfield,Medium Harm,25 - 44,17
2014,December,Mansfield,Medium Harm,45+,7
2014,December,Maribyrnong,High Harm,00 - 24,132
2014,December,Maribyrnong,High Harm,25 - 44,250
2014,December,Maribyrnong,High Harm,45+,97
2014,December,Maribyrnong,Low Harm,00 - 24,397
2014,December,Maribyrnong,Low Harm,25 - 44,"1,419"
2014,December,Maribyrnong,Low Harm,45+,765
2014,December,Maribyrnong,Medium Harm,00 - 24,125
2014,December,Maribyrnong,Medium Harm,25 - 44,356
2014,December,Maribyrnong,Medium Harm,45+,177
2014,December,Maroondah,High Harm,00 - 24,144
2014,December,Maroondah,High Harm,25 - 44,208
2014,December,Maroondah,High Harm,45+,94
2014,December,Maroondah,Low Harm,00 - 24,307
2014,December,Maroondah,Low Harm,25 - 44,859
2014,December,Maroondah,Low Harm,45+,764
2014,December,Maroondah,Medium Harm,00 - 24,149
2014,December,Maroondah,Medium Harm,25 - 44,257
2014,December,Maroondah,Medium Harm,45+,210
2014,December,Melbourne,High Harm,00 - 24,627
2014,December,Melbourne,High Harm,25 - 44,834
2014,December,Melbourne,High Harm,45+,242
2014,December,Melbourne,Low Harm,00 - 24,"1,821"
2014,December,Melbourne,Low Harm,25 - 44,"3,371"
2014,December,Melbourne,Low Harm,45+,"1,394"
2014,December,Melbourne,Medium Harm,00 - 24,419
2014,December,Melbourne,Medium Harm,25 - 44,900
2014,December,Melbourne,Medium Harm,45+,317
2014,December,Melton,High Harm,00 - 24,253
2014,December,Melton,High Harm,25 - 44,306
2014,December,Melton,High Harm,45+,124
2014,December,Melton,Low Harm,00 - 24,447
2014,December,Melton,Low Harm,25 - 44,"1,631"
2014,December,Melton,Low Harm,45+,979
2014,December,Melton,Medium Harm,00 - 24,197
2014,December,Melton,Medium Harm,25 - 44,488
2014,December,Melton,Medium Harm,45+,254
2014,December,Merri-bek,High Harm,00 - 24,270
2014,December,Merri-bek,High Harm,25 - 44,395
2014,December,Merri-bek,High Harm,45+,175
2014,December,Merri-bek,Low Harm,00 - 24,640
2014,December,Merri-bek,Low Harm,25 - 44,"2,654"
2014,December,Merri-bek,Low Harm,45+,"1,603"
2014,December,Merri-bek,Medium Harm,00 - 24,283
2014,December,Merri-bek,Medium Harm,25 - 44,766
2014,December,Merri-bek,Medium Harm,45+,417
2014,December,Mildura,High Harm,00 - 24,163
2014,December,Mildura,High Harm,25 - 44,188
2014,December,Mildura,High Harm,45+,83
2014,December,Mildura,Low Harm,00 - 24,229
2014,December,Mildura,Low Harm,25 - 44,649
2014,December,Mildura,Low Harm,45+,719
2014,December,Mildura,Medium Harm,00 - 24,154
2014,December,Mildura,Medium Harm,25 - 44,233
2014,December,Mildura,Medium Harm,45+,172
2014,December,Mitchell,High Harm,00 - 24,92
2014,December,Mitchell,High Harm,25 - 44,117
2014,December,Mitchell,High Harm,45+,60
